"Date","Price","Open","High","Low","Vol.","Change %"
"2023-10-27","1.6812","1.6775","1.6859","1.6721","","0.24%"
"2023-10-26","1.6771","1.6709","1.6782","1.6656","","0.41%"
"2023-10-25","1.6703","1.6703","1.6760","1.6667","","0.00%"
"2023-10-24","1.6703","1.6767","1.6797","1.6687","","-0.38%"
"2023-10-23","1.6766","1.6680","1.6775","1.6652","","0.52%"
"2023-10-20","1.6679","1.6660","1.6687","1.6588","","0.13%"
"2023-10-19","1.6657","1.6649","1.6691","1.6607","","0.04%"
"2023-10-18","1.6650","1.6629","1.6678","1.6598","","0.17%"
"2023-10-17","1.6622","1.6631","1.6645","1.6571","","-0.04%"
"2023-10-16","1.6629","1.6580","1.6637","1.6556","","0.29%"
"2023-10-13","1.6581","1.6667","1.6712","1.6559","","-0.50%"
"2023-10-12","1.6664","1.6738","1.6755","1.6659","","-0.41%"
"2023-10-11","1.6733","1.6689","1.6761","1.6673","","0.28%"
"2023-10-10","1.6687","1.6632","1.6697","1.6601","","0.37%"
"2023-10-09","1.6625","1.6742","1.6742","1.6607","","-0.56%"
"2023-10-06","1.6718","1.6710","1.6766","1.6605","","0.08%"
"2023-10-05","1.6705","1.6673","1.6733","1.6657","","0.22%"
"2023-10-04","1.6669","1.6556","1.6724","1.6516","","0.71%"
"2023-10-03","1.6552","1.6530","1.6593","1.6516","","0.14%"
"2023-10-02","1.6529","1.6558","1.6596","1.6526","","-0.18%"
"2023-09-29","1.6559","1.6456","1.6578","1.6437","","0.67%"
"2023-09-28","1.6449","1.6380","1.6486","1.6357","","0.45%"
"2023-09-27","1.6376","1.6434","1.6454","1.6372","","-0.34%"
"2023-09-26","1.6432","1.6432","1.6466","1.6411","","0.03%"
"2023-09-25","1.6427","1.6492","1.6516","1.6426","","-0.44%"
"2023-09-22","1.6500","1.6576","1.6588","1.6458","","-0.46%"
"2023-09-21","1.6576","1.6624","1.6640","1.6532","","-0.23%"
"2023-09-20","1.6615","1.6666","1.6682","1.6593","","-0.28%"
"2023-09-19","1.6662","1.6702","1.6717","1.6588","","-0.21%"
"2023-09-18","1.6697","1.6755","1.6770","1.6685","","-0.25%"
"2023-09-15","1.6739","1.6764","1.6816","1.6731","","-0.14%"
"2023-09-14","1.6762","1.6930","1.6935","1.6742","","-0.91%"
"2023-09-13","1.6916","1.6930","1.6953","1.6875","","-0.02%"
"2023-09-12","1.6919","1.6978","1.7026","1.6883","","-0.33%"
"2023-09-11","1.6975","1.6995","1.7056","1.6976","","-0.15%"
"2023-09-08","1.7001","1.7069","1.7095","1.6982","","-0.37%"
"2023-09-07","1.7064","1.7055","1.7097","1.6986","","0.05%"
"2023-09-06","1.7055","1.7141","1.7180","1.7043","","-0.47%"
"2023-09-05","1.7136","1.7157","1.7197","1.7096","","-0.09%"
"2023-09-04","1.7152","1.7120","1.7193","1.7111","","0.23%"
"2023-09-01","1.7112","1.7121","1.7210","1.7088","","-0.03%"
"2023-08-31","1.7117","1.7214","1.7230","1.7112","","-0.53%"
"2023-08-30","1.7209","1.7139","1.7251","1.7126","","0.47%"
"2023-08-29","1.7129","1.7142","1.7196","1.7110","","-0.04%"
"2023-08-28","1.7136","1.7109","1.7149","1.7076","","0.17%"
"2023-08-25","1.7107","1.7114","1.7191","1.7074","","-0.01%"
"2023-08-24","1.7109","1.7220","1.7221","1.7098","","-0.60%"
"2023-08-23","1.7212","1.7252","1.7292","1.7120","","-0.21%"
"2023-08-22","1.7249","1.7279","1.7318","1.7225","","-0.14%"
"2023-08-21","1.7273","1.7257","1.7300","1.7199","","0.13%"
"2023-08-18","1.7251","1.7264","1.7285","1.7208","","-0.07%"
"2023-08-17","1.7263","1.7229","1.7272","1.7182","","0.24%"
"2023-08-16","1.7222","1.7149","1.7249","1.7128","","0.45%"
"2023-08-15","1.7145","1.7075","1.7192","1.7052","","0.46%"
"2023-08-14","1.7066","1.7059","1.7099","1.7002","","0.05%"
"2023-08-11","1.7058","1.7046","1.7127","1.7027","","0.09%"
"2023-08-10","1.7043","1.7070","1.7148","1.7023","","-0.13%"
"2023-08-09","1.7065","1.7113","1.7140","1.7059","","-0.21%"
"2023-08-08","1.7101","1.7093","1.7152","1.7074","","0.08%"
"2023-08-07","1.7088","1.7050","1.7098","1.7011","","0.23%"
"2023-08-04","1.7048","1.6979","1.7076","1.6962","","0.41%"
"2023-08-03","1.6979","1.6969","1.6995","1.6875","","0.07%"
"2023-08-02","1.6967","1.6967","1.7040","1.6904","","0.00%"
"2023-08-01","1.6967","1.6931","1.7015","1.6920","","0.23%"
"2023-07-31","1.6928","1.7005","1.7046","1.6908","","-0.60%"
"2023-07-28","1.7030","1.6925","1.7052","1.6894","","0.68%"
"2023-07-27","1.6915","1.7091","1.7113","1.6917","","-1.02%"
"2023-07-26","1.7089","1.6991","1.7108","1.6980","","0.59%"
"2023-07-25","1.6989","1.6897","1.7000","1.6875","","0.56%"
"2023-07-24","1.6895","1.7004","1.7022","1.6857","","-0.60%"
"2023-07-21","1.6997","1.6951","1.7006","1.6895","","0.30%"
"2023-07-20","1.6946","1.7035","1.7040","1.6903","","-0.49%"
"2023-07-19","1.7030","1.7166","1.7188","1.6947","","-0.77%"
"2023-07-18","1.7162","1.7254","1.7334","1.7162","","-0.51%"
"2023-07-17","1.7250","1.7299","1.7334","1.7213","","-0.25%"
"2023-07-14","1.7294","1.7228","1.7338","1.7185","","0.45%"
"2023-07-13","1.7216","1.7122","1.7254","1.7112","","0.55%"
"2023-07-12","1.7122","1.7111","1.7167","1.7059","","0.08%"
"2023-07-11","1.7109","1.7078","1.7163","1.7053","","0.22%"
"2023-07-10","1.7072","1.7040","1.7088","1.6953","","0.22%"
"2023-07-07","1.7035","1.7032","1.7076","1.7000","","0.03%"
"2023-07-06","1.7030","1.6873","1.7039","1.6858","","0.94%"
"2023-07-05","1.6871","1.6814","1.6902","1.6802","","0.37%"
"2023-07-04","1.6808","1.6820","1.6844","1.6793","","-0.01%"
"2023-07-03","1.6810","1.6826","1.6842","1.6774","","-0.03%"
"2023-06-30","1.6815","1.6723","1.6848","1.6702","","0.63%"
"2023-06-29","1.6710","1.6755","1.6795","1.6695","","-0.23%"
"2023-06-28","1.6749","1.6824","1.6839","1.6714","","-0.37%"
"2023-06-27","1.6812","1.6723","1.6820","1.6697","","0.55%"
"2023-06-26","1.6720","1.6760","1.6786","1.6696","","-0.20%"
"2023-06-23","1.6754","1.6766","1.6837","1.6739","","-0.02%"
"2023-06-22","1.6758","1.6806","1.6887","1.6740","","-0.29%"
"2023-06-21","1.6807","1.6893","1.6933","1.6772","","-0.47%"
"2023-06-20","1.6887","1.6904","1.6933","1.6837","","-0.04%"
"2023-06-19","1.6893","1.6918","1.6955","1.6867","","-0.14%"
"2023-06-16","1.6916","1.6899","1.6982","1.6894","","0.10%"
"2023-06-15","1.6899","1.6869","1.6910","1.6844","","0.19%"
"2023-06-14","1.6867","1.6796","1.6886","1.6761","","0.46%"
"2023-06-13","1.6789","1.6730","1.6809","1.6708","","0.38%"
"2023-06-12","1.6725","1.6769","1.6796","1.6702","","-0.26%"
"2023-06-09","1.6768","1.6768","1.6803","1.6715","","0.05%"
"2023-06-08","1.6760","1.6630","1.6805","1.6610","","0.82%"
"2023-06-07","1.6624","1.6651","1.6739","1.6618","","-0.14%"
"2023-06-06","1.6647","1.6715","1.6725","1.6628","","-0.45%"
"2023-06-05","1.6722","1.6724","1.6734","1.6618","","0.08%"
"2023-06-02","1.6709","1.6856","1.6856","1.6709","","-0.81%"
"2023-06-01","1.6846","1.6883","1.6954","1.6837","","-0.20%"
"2023-05-31","1.6879","1.6882","1.6913","1.6816","","-0.02%"
"2023-05-30","1.6883","1.6787","1.6924","1.6766","","0.61%"
"2023-05-29","1.6781","1.6791","1.6822","1.6767","","-0.13%"
"2023-05-26","1.6803","1.6809","1.6875","1.6791","","0.01%"
"2023-05-25","1.6802","1.6809","1.6844","1.6781","","-0.02%"
"2023-05-24","1.6805","1.6770","1.6858","1.6757","","0.27%"
"2023-05-23","1.6760","1.6798","1.6805","1.6715","","-0.18%"
"2023-05-22","1.6791","1.6801","1.6838","1.6774","","-0.04%"
"2023-05-19","1.6797","1.6757","1.6863","1.6715","","0.27%"
"2023-05-18","1.6751","1.6801","1.6826","1.6718","","-0.26%"
"2023-05-17","1.6795","1.6835","1.6845","1.6780","","-0.22%"
"2023-05-16","1.6832","1.6865","1.6889","1.6770","","-0.21%"
"2023-05-15","1.6868","1.6898","1.6923","1.6852","","-0.05%"
"2023-05-12","1.6877","1.6881","1.6923","1.6854","","-0.01%"
"2023-05-11","1.6878","1.6882","1.6927","1.6838","","0.00%"
"2023-05-10","1.6878","1.6896","1.6920","1.6846","","-0.09%"
"2023-05-09","1.6893","1.6875","1.6916","1.6851","","0.13%"
"2023-05-08","1.6871","1.6922","1.6923","1.6839","","-0.12%"
"2023-05-05","1.6891","1.7020","1.7057","1.6891","","-0.75%"
"2023-05-04","1.7019","1.7112","1.7151","1.7016","","-0.51%"
"2023-05-03","1.7106","1.6985","1.7112","1.6981","","0.74%"
"2023-05-02","1.6981","1.6926","1.7018","1.6897","","0.35%"
"2023-05-01","1.6922","1.7031","1.7036","1.6901","","-0.58%"
"2023-04-28","1.7020","1.6988","1.7071","1.6969","","0.22%"
"2023-04-27","1.6983","1.7000","1.7020","1.6948","","-0.09%"
"2023-04-26","1.6999","1.6909","1.7049","1.6898","","0.55%"
"2023-04-25","1.6906","1.6905","1.6940","1.6867","","0.04%"
"2023-04-24","1.6899","1.6836","1.6916","1.6823","","0.42%"
"2023-04-21","1.6829","1.6759","1.6855","1.6733","","0.38%"
"2023-04-20","1.6766","1.6750","1.6794","1.6724","","0.14%"
"2023-04-19","1.6742","1.6636","1.6758","1.6627","","0.66%"
"2023-04-18","1.6632","1.6572","1.6662","1.6564","","0.37%"
"2023-04-17","1.6571","1.6589","1.6631","1.6537","","-0.08%"
"2023-04-14","1.6585","1.6702","1.6717","1.6580","","-0.67%"
"2023-04-13","1.6697","1.6779","1.6798","1.6697","","-0.45%"
"2023-04-12","1.6772","1.6733","1.6797","1.6698","","0.28%"
"2023-04-11","1.6726","1.6728","1.6813","1.6719","","0.02%"
"2023-04-10","1.6722","1.6782","1.6798","1.6710","","-0.26%"
"2023-04-07","1.6766","1.6786","1.6813","1.6744","","-0.10%"
"2023-04-06","1.6783","1.6773","1.6819","1.6738","","0.11%"
"2023-04-05","1.6764","1.6804","1.6840","1.6744","","-0.20%"
"2023-04-04","1.6797","1.6682","1.6830","1.6654","","0.74%"
"2023-04-03","1.6674","1.6674","1.6696","1.6580","","0.04%"
"2023-03-31","1.6668","1.6748","1.6795","1.6657","","-0.44%"
"2023-03-30","1.6742","1.6694","1.6772","1.6682","","0.32%"
"2023-03-29","1.6688","1.6784","1.6796","1.6691","","-0.55%"
"2023-03-28","1.6781","1.6781","1.6846","1.6772","","0.01%"
"2023-03-27","1.6780","1.6808","1.6845","1.6765","","-0.17%"
"2023-03-24","1.6809","1.6856","1.6866","1.6787","","-0.22%"
"2023-03-23","1.6846","1.6839","1.6870","1.6767","","0.07%"
"2023-03-22","1.6835","1.6754","1.6859","1.6732","","0.54%"
"2023-03-21","1.6745","1.6773","1.6801","1.6692","","-0.15%"
"2023-03-20","1.6770","1.6713","1.6796","1.6687","","0.34%"
"2023-03-17","1.6713","1.6616","1.6746","1.6601","","0.63%"
"2023-03-16","1.6608","1.6614","1.6675","1.6534","","-0.01%"
"2023-03-15","1.6610","1.6639","1.6667","1.6568","","-0.16%"
"2023-03-14","1.6637","1.6723","1.6741","1.6587","","-0.48%"
"2023-03-13","1.6717","1.6624","1.6746","1.6600","","0.52%"
"2023-03-10","1.6631","1.6490","1.6712","1.6475","","0.89%"
"2023-03-09","1.6484","1.6351","1.6496","1.6330","","0.84%"
"2023-03-08","1.6347","1.6270","1.6356","1.6257","","0.47%"
"2023-03-07","1.6270","1.6371","1.6426","1.6258","","-0.57%"
"2023-03-06","1.6363","1.6371","1.6400","1.6329","","-0.02%"
"2023-03-03","1.6366","1.6238","1.6385","1.6229","","0.82%"
"2023-03-02","1.6233","1.6351","1.6364","1.6237","","-0.70%"
"2023-03-01","1.6348","1.6406","1.6446","1.6322","","-0.32%"
"2023-02-28","1.6401","1.6379","1.6525","1.6351","","0.16%"
"2023-02-27","1.6374","1.6262","1.6381","1.6233","","0.76%"
"2023-02-24","1.6251","1.6275","1.6337","1.6243","","-0.14%"
"2023-02-23","1.6274","1.6323","1.6339","1.6258","","-0.27%"
"2023-02-22","1.6318","1.6409","1.6424","1.6318","","-0.48%"
"2023-02-21","1.6397","1.6198","1.6403","1.6168","","1.27%"
"2023-02-20","1.6192","1.6221","1.6246","1.6176","","-0.12%"
"2023-02-17","1.6211","1.6140","1.6241","1.6094","","0.45%"
"2023-02-16","1.6138","1.6111","1.6171","1.6083","","0.20%"
"2023-02-15","1.6105","1.6233","1.6257","1.6084","","-0.76%"
"2023-02-14","1.6229","1.6182","1.6302","1.6175","","0.32%"
"2023-02-13","1.6177","1.6096","1.6207","1.6080","","0.59%"
"2023-02-10","1.6082","1.6307","1.6316","1.6076","","-1.37%"
"2023-02-09","1.6305","1.6230","1.6343","1.6214","","0.47%"
"2023-02-08","1.6228","1.6143","1.6251","1.6121","","0.56%"
"2023-02-07","1.6137","1.6161","1.6193","1.6076","","-0.12%"
"2023-02-06","1.6157","1.6141","1.6221","1.6123","","0.08%"
"2023-02-03","1.6144","1.6281","1.6408","1.6134","","-0.80%"
"2023-02-02","1.6275","1.6447","1.6472","1.6271","","-1.03%"
"2023-02-01","1.6444","1.6392","1.6486","1.6365","","0.32%"
"2023-01-31","1.6392","1.6533","1.6592","1.6381","","-0.85%"
"2023-01-30","1.6532","1.6506","1.6545","1.6481","","0.20%"
"2023-01-27","1.6499","1.6535","1.6551","1.6452","","-0.16%"
"2023-01-26","1.6525","1.6609","1.6638","1.6494","","-0.49%"
"2023-01-25","1.6606","1.6493","1.6618","1.6437","","0.73%"
"2023-01-24","1.6485","1.6545","1.6583","1.6407","","-0.33%"
"2023-01-23","1.6540","1.6596","1.6644","1.6501","","-0.25%"
"2023-01-20","1.6581","1.6681","1.6697","1.6579","","-0.57%"
"2023-01-19","1.6676","1.6665","1.6695","1.6617","","0.12%"
"2023-01-18","1.6656","1.6456","1.6670","1.6416","","1.25%"
"2023-01-17","1.6451","1.6346","1.6466","1.6326","","0.65%"
"2023-01-16","1.6344","1.6387","1.6415","1.6306","","-0.21%"
"2023-01-13","1.6378","1.6317","1.6398","1.6280","","0.41%"
"2023-01-12","1.6311","1.6305","1.6368","1.6236","","0.09%"
"2023-01-11","1.6297","1.6322","1.6345","1.6231","","-0.12%"
"2023-01-10","1.6316","1.6320","1.6345","1.6245","","0.04%"
"2023-01-09","1.6309","1.6259","1.6337","1.6213","","0.34%"
"2023-01-06","1.6254","1.6165","1.6272","1.6100","","0.61%"
"2023-01-05","1.6155","1.6248","1.6292","1.6118","","-0.55%"
"2023-01-04","1.6245","1.6359","1.6438","1.6236","","-0.65%"
"2023-01-03","1.6352","1.6351","1.6430","1.6214","","0.03%"
"2023-01-02","1.6347","1.6394","1.6394","1.6311","","-0.26%"
"2022-12-30","1.6390","1.6344","1.6400","1.6270","","0.39%"
"2022-12-29","1.6326","1.6351","1.6390","1.6297","","-0.14%"
"2022-12-28","1.6349","1.6265","1.6395","1.6242","","0.58%"
"2022-12-27","1.6255","1.6388","1.6406","1.6206","","-0.77%"
"2022-12-26","1.6381","1.6415","1.6444","1.6379","","-0.09%"
"2022-12-23","1.6396","1.6438","1.6454","1.6350","","-0.23%"
"2022-12-22","1.6434","1.6447","1.6496","1.6366","","-0.06%"
"2022-12-21","1.6444","1.6581","1.6593","1.6411","","-0.80%"
"2022-12-20","1.6577","1.6584","1.6652","1.6488","","0.04%"
"2022-12-19","1.6570","1.6609","1.6694","1.6574","","-0.37%"
"2022-12-16","1.6632","1.6636","1.6710","1.6558","","0.01%"
"2022-12-15","1.6630","1.6833","1.6844","1.6606","","-1.18%"
"2022-12-14","1.6828","1.6747","1.6851","1.6738","","0.54%"
"2022-12-13","1.6738","1.6738","1.6848","1.6657","","0.05%"
"2022-12-12","1.6730","1.6722","1.6817","1.6664","","0.01%"
"2022-12-09","1.6728","1.6635","1.6782","1.6617","","0.58%"
"2022-12-08","1.6631","1.6657","1.6693","1.6568","","-0.13%"
"2022-12-07","1.6653","1.6571","1.6682","1.6535","","0.51%"
"2022-12-06","1.6568","1.6559","1.6712","1.6547","","0.04%"
"2022-12-05","1.6561","1.6551","1.6579","1.6434","","0.08%"
"2022-12-02","1.6548","1.6446","1.6570","1.6382","","0.64%"
"2022-12-01","1.6442","1.6167","1.6528","1.6167","","1.71%"
"2022-11-30","1.6166","1.6229","1.6284","1.6122","","-0.39%"
"2022-11-29","1.6230","1.6144","1.6371","1.6091","","0.60%"
"2022-11-28","1.6134","1.6205","1.6299","1.6109","","-0.27%"
"2022-11-25","1.6177","1.6154","1.6197","1.6121","","0.16%"
"2022-11-24","1.6151","1.6095","1.6205","1.6086","","0.37%"
"2022-11-23","1.6091","1.5899","1.6177","1.5883","","1.24%"
"2022-11-22","1.5894","1.5904","1.5954","1.5868","","-0.01%"
"2022-11-21","1.5896","1.5915","1.5936","1.5832","","-0.06%"
"2022-11-18","1.5906","1.5812","1.5979","1.5796","","0.63%"
"2022-11-17","1.5807","1.5874","1.5932","1.5716","","-0.40%"
"2022-11-16","1.5870","1.5756","1.5891","1.5711","","0.80%"
"2022-11-15","1.5744","1.5648","1.5912","1.5637","","0.65%"
"2022-11-14","1.5643","1.5691","1.5719","1.5544","","-0.27%"
"2022-11-11","1.5686","1.5606","1.5712","1.5546","","0.56%"
"2022-11-10","1.5599","1.5364","1.5626","1.5356","","1.56%"
"2022-11-09","1.5360","1.5497","1.5527","1.5308","","-0.83%"
"2022-11-08","1.5488","1.5540","1.5558","1.5423","","-0.30%"
"2022-11-07","1.5535","1.5409","1.5576","1.5290","","1.33%"
"2022-11-04","1.5331","1.5349","1.5378","1.5167","","-0.10%"
"2022-11-03","1.5346","1.5620","1.5637","1.5322","","-1.72%"
"2022-11-02","1.5614","1.5654","1.5690","1.5604","","-0.22%"
"2022-11-01","1.5649","1.5628","1.5705","1.5606","","0.17%"
"2022-10-31","1.5623","1.5790","1.5816","1.5608","","-1.06%"
"2022-10-28","1.5790","1.5689","1.5816","1.5653","","0.68%"
"2022-10-27","1.5684","1.5760","1.5786","1.5644","","-0.46%"
"2022-10-26","1.5756","1.5617","1.5809","1.5567","","0.99%"
"2022-10-25","1.5602","1.5460","1.5670","1.5445","","0.98%"
"2022-10-24","1.5451","1.5429","1.5582","1.5421","","0.24%"
"2022-10-21","1.5414","1.5465","1.5481","1.5311","","-0.37%"
"2022-10-20","1.5471","1.5450","1.5507","1.5365","","0.23%"
"2022-10-19","1.5435","1.5554","1.5596","1.5424","","-0.73%"
"2022-10-18","1.5549","1.5577","1.5616","1.5498","","-0.20%"
"2022-10-17","1.5580","1.5503","1.5712","1.5503","","0.49%"
"2022-10-14","1.5504","1.5582","1.5626","1.5424","","-0.46%"
"2022-10-13","1.5575","1.5343","1.5640","1.5284","","1.61%"
"2022-10-12","1.5328","1.5133","1.5346","1.5101","","1.34%"
"2022-10-11","1.5125","1.5235","1.5360","1.5115","","-0.68%"
"2022-10-10","1.5229","1.5227","1.5263","1.5148","","0.02%"
"2022-10-07","1.5226","1.5346","1.5424","1.5188","","-0.74%"
"2022-10-06","1.5339","1.5424","1.5465","1.5264","","-0.52%"
"2022-10-05","1.5419","1.5508","1.5527","1.5364","","-0.53%"
"2022-10-04","1.5501","1.5426","1.5558","1.5385","","0.53%"
"2022-10-03","1.5419","1.5432","1.5502","1.5267","","-0.07%"
"2022-09-30","1.5430","1.5207","1.5452","1.5147","","1.50%"
"2022-09-29","1.5202","1.4813","1.5219","1.4729","","2.63%"
"2022-09-28","1.4813","1.4730","1.4902","1.4519","","0.61%"
"2022-09-27","1.4723","1.4676","1.4822","1.4638","","0.34%"
"2022-09-26","1.4673","1.4757","1.4917","1.4108","","-0.54%"
"2022-09-23","1.4752","1.5186","1.5197","1.4730","","-2.81%"
"2022-09-22","1.5178","1.5170","1.5303","1.5158","","0.07%"
"2022-09-21","1.5167","1.5214","1.5220","1.5092","","-0.28%"
"2022-09-20","1.5209","1.5150","1.5238","1.5127","","0.42%"
"2022-09-19","1.5146","1.5142","1.5173","1.5123","","0.09%"
"2022-09-16","1.5132","1.5167","1.5197","1.5079","","-0.19%"
"2022-09-15","1.5161","1.5188","1.5208","1.5122","","-0.14%"
"2022-09-14","1.5183","1.5136","1.5256","1.5127","","0.35%"
"2022-09-13","1.5130","1.5181","1.5259","1.5092","","-0.28%"
"2022-09-12","1.5173","1.5093","1.5222","1.5092","","0.53%"
"2022-09-09","1.5093","1.5059","1.5135","1.5022","","0.26%"
"2022-09-08","1.5054","1.5136","1.5163","1.5045","","-0.45%"
"2022-09-07","1.5122","1.5150","1.5178","1.5023","","-0.13%"
"2022-09-06","1.5142","1.5134","1.5244","1.5115","","0.09%"
"2022-09-05","1.5129","1.5128","1.5149","1.5053","","0.12%"
"2022-09-02","1.5111","1.5186","1.5227","1.5102","","-0.47%"
"2022-09-01","1.5183","1.5261","1.5307","1.5166","","-0.48%"
"2022-08-31","1.5256","1.5253","1.5285","1.5213","","-0.02%"
"2022-08-30","1.5259","1.5236","1.5288","1.5208","","0.18%"
"2022-08-29","1.5232","1.5309","1.5311","1.5213","","-0.51%"
"2022-08-26","1.5310","1.5293","1.5374","1.5252","","0.14%"
"2022-08-25","1.5289","1.5302","1.5329","1.5268","","-0.07%"
