"Date","Price","Open","High","Low","Vol.","Change %"
"2024-02-23","22.982","22.785","23.030","22.580","","0.87%"
"2024-02-22","22.784","22.930","23.200","22.760","52.30K","-0.39%"
"2024-02-21","22.874","23.035","23.220","22.790","57.99K","-1.13%"
"2024-02-20","23.136","23.465","23.510","22.955","98.23K","0.58%"
"2024-02-19","23.003","23.455","23.508","22.988","","-1.92%"
"2024-02-18","23.453","23.473","23.480","23.420","","-0.09%"
"2024-02-16","23.475","22.980","23.560","22.840","76.89K","2.28%"
"2024-02-15","22.951","22.425","23.090","22.400","96.31K","2.52%"
"2024-02-14","22.387","22.170","22.515","21.975","80.92K","1.05%"
"2024-02-13","22.154","22.740","23.050","22.030","93.53K","-2.69%"
"2024-02-12","22.767","22.630","23.150","22.575","75.66K","0.77%"
"2024-02-09","22.594","22.645","22.795","22.420","49.62K","-0.19%"
"2024-02-08","22.636","22.285","22.705","22.195","68.12K","1.23%"
"2024-02-07","22.360","22.505","22.535","22.275","58.21K","-0.52%"
"2024-02-06","22.478","22.430","22.575","22.340","43.92K","0.25%"
"2024-02-05","22.422","22.840","22.840","22.325","55.29K","-1.64%"
"2024-02-02","22.796","23.285","23.355","22.485","90.02K","-1.89%"
"2024-02-01","23.236","23.055","23.365","22.605","85.16K","0.29%"
"2024-01-31","23.169","23.290","23.445","22.895","66.91K","-0.24%"
"2024-01-30","23.225","23.320","23.430","23.055","53.37K","0.39%"
"2024-01-29","23.134","22.920","23.205","22.790","0.33K","1.65%"
"2024-01-26","22.758","22.905","22.955","22.715","0.33K","-0.25%"
"2024-01-25","22.814","22.675","23.020","22.670","0.16K","0.20%"
"2024-01-24","22.769","22.460","22.950","22.375","0.64K","1.86%"
"2024-01-23","22.354","22.135","22.470","22.090","0.21K","0.77%"
"2024-01-22","22.183","22.550","22.555","21.935","0.91K","-1.85%"
"2024-01-19","22.601","22.795","22.865","22.505","0.15K","-0.43%"
"2024-01-18","22.699","22.635","22.780","22.450","0.24K","0.62%"
"2024-01-17","22.559","22.945","22.960","22.560","0.24K","-1.84%"
"2024-01-16","22.983","23.265","23.345","22.925","0.18K","-1.48%"
"2024-01-15","23.328","23.323","23.497","23.273","","0.02%"
"2024-01-14","23.323","23.350","23.352","23.317","","0.45%"
"2024-01-12","23.218","22.830","23.600","22.830","0.51K","2.76%"
"2024-01-11","22.595","22.980","23.280","22.545","0.23K","-1.57%"
"2024-01-10","22.956","22.985","23.145","22.900","0.08K","-0.58%"
"2024-01-09","23.091","23.315","23.565","23.080","","-0.94%"
"2024-01-08","23.310","23.380","23.410","23.020","","-0.02%"
"2024-01-05","23.315","23.205","23.715","22.970","","0.55%"
"2024-01-04","23.187","23.190","23.260","22.880","","0.13%"
"2024-01-03","23.157","23.885","23.950","23.045","","-3.32%"
"2024-01-02","23.953","24.045","24.335","23.875","","-0.40%"
"2024-01-01","24.050","24.027","24.090","24.027","","0.10%"
"2023-12-29","24.025","24.172","24.215","23.762","","-1.42%"
"2023-12-28","24.372","24.550","24.740","24.185","","-0.81%"
"2023-12-27","24.570","24.470","24.733","24.225","","0.71%"
"2023-12-26","24.396","24.495","24.700","24.340","27.81K","-0.47%"
